status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,pd_estimate,LGD,EAD,stage,ecl
4,36,2,9,5742,2,4,2,3,1,2,3,31,3,2,2,3,2,2,2,1,0.35760122896078594,0.525,5742,Stage 1,359.3355949212458
4,12,2,0,2390,5,5,4,3,1,3,3,50,3,2,1,3,2,2,2,1,0.11784629102466937,0.38999999999999996,2390,Stage 1,109.8445278640943
4,24,2,3,3430,3,5,3,3,1,2,3,31,3,2,1,3,1,2,2,1,0.14248703726446987,0.48,3430,Stage 1,117.29532907611159
2,36,2,6,2273,1,4,3,3,1,1,3,32,3,2,2,3,1,1,2,1,0.8050976855228025,0.5700000000000001,2273,Stage 2,1043.0926123401982
3,21,2,0,2923,2,3,1,2,1,1,3,28,1,2,1,4,2,2,2,1,0.5470019422241345,0.525,2923,Stage 2,839.4155054886012
4,24,2,3,1901,2,3,4,3,1,4,3,29,3,1,1,4,2,2,2,1,0.3454015462150667,0.525,1901,Stage 1,172.35968908064598
2,36,2,6,3711,5,3,2,4,1,2,3,27,3,2,1,3,2,1,2,1,0.6164984259721775,0.38999999999999996,3711,Stage 2,892.2520069252728
2,48,2,0,8487,5,4,1,2,1,2,3,24,3,2,1,3,2,1,2,1,0.7118877998401842,0.38999999999999996,8487,Stage 2,2356.298785325021
4,24,2,0,2255,5,2,4,3,1,1,2,54,3,2,1,3,2,1,2,1,0.23098919663298323,0.48,2255,Stage 1,125.01135321777052
4,12,2,3,1262,1,3,3,3,1,2,3,25,3,2,1,3,2,1,2,1,0.19635909174044974,0.5700000000000001,1262,Stage 1,141.24894905257514
4,33,4,1,7253,1,4,3,3,1,2,3,35,3,2,2,4,2,2,2,1,0.15780882075711156,0.5700000000000001,7253,Stage 1,237.24174722263936
4,6,4,0,6761,1,4,1,3,1,3,4,45,3,2,2,4,1,2,2,1,0.25050239634935156,0.48,6761,Stage 1,812.9504168246236
4,18,4,2,1817,1,3,4,2,1,2,4,28,3,2,2,3,2,1,2,1,0.4039531580724932,0.48,1817,Stage 1,234.8745242296704
4,12,2,3,2141,2,4,3,3,1,1,4,35,3,2,1,3,2,1,2,1,0.17786452196270552,0.435,2141,Stage 1,165.65145456213634
4,48,1,9,3609,1,3,1,2,1,1,1,27,2,2,1,3,2,1,2,1,0.7209315391377012,0.75,3609,Stage 2,1951.3814435609727
4,30,2,3,2333,3,5,4,3,1,2,3,30,1,2,1,4,2,1,2,1,0.3103745633249759,0.48,2333,Stage 1,139.0279403975364
4,28,1,1,7824,5,2,3,3,3,4,1,40,1,1,2,3,1,2,2,1,0.1992853350370225,0.57,7824,Stage 1,380.89235269624646
3,18,1,3,1445,5,4,4,3,1,4,3,49,1,2,1,2,2,1,2,1,0.24442683757193995,0.38999999999999996,1445,Stage 1,91.83116287577782
1,24,2,2,7721,5,2,1,2,1,2,2,30,3,2,1,3,2,2,1,1,0.18571556998641892,0.48,7721,Stage 1,344.13837980763367
1,21,2,0,3763,5,4,2,3,2,2,1,24,3,2,1,2,2,1,1,1,0.22098395108718716,0.57,3763,Stage 1,270.85182087223916
2,18,2,9,4439,1,5,1,3,2,1,1,33,1,2,1,4,2,2,2,1,0.577851753176825,0.75,4439,Stage 2,1923.8129492639448
1,12,2,3,1107,1,3,2,3,1,2,1,20,3,1,1,4,1,2,2,1,0.5690458164918614,0.75,1107,Stage 2,472.4502891423679
2,15,2,3,1444,5,2,4,3,1,1,2,23,3,2,1,3,2,1,2,1,0.25922327533051936,0.48,1444,Stage 1,143.73826927767166
2,48,1,0,12169,5,1,4,3,2,4,4,36,3,3,1,4,2,2,2,1,0.9585234377623842,0.3,12169,Stage 2,3499.281514239136
4,9,2,3,2753,2,5,3,3,2,4,3,35,3,2,1,3,2,2,2,1,0.1459424654356244,0.525,2753,Stage 1,210.93429385574382
3,4,2,0,1494,5,2,1,3,1,2,1,29,3,2,1,2,1,1,1,1,0.023335838467981262,0.57,1494,Stage 1,19.87233332256348
1,24,1,2,2828,3,3,4,3,1,4,1,22,2,2,1,3,2,2,2,1,0.7262558581389731,0.66,2828,Stage 2,1355.5420340992307
1,24,1,2,2483,3,3,4,3,1,4,1,22,2,2,1,3,2,2,2,1,0.7199797873929616,0.66,2483,Stage 2,1179.8884759838377
3,6,4,0,1299,1,3,1,3,1,1,1,74,3,2,3,1,1,1,1,1,0.022199446232391007,0.75,1299,Stage 1,21.62781049190694
2,9,2,0,1549,5,2,4,3,1,2,1,35,3,2,1,1,2,1,2,1,0.19514086739246517,0.57,1549,Stage 1,172.29572604682926
3,10,2,0,3949,1,2,1,3,3,1,2,37,3,2,1,2,1,1,2,1,0.20604324772434035,0.66,3949,Stage 1,537.0187582738572
4,10,2,1,2901,5,2,1,2,1,4,1,31,3,1,1,3,2,1,2,1,0.04831752672412182,0.57,2901,Stage 1,79.8964126652061
3,6,2,0,709,4,2,2,4,1,2,1,27,3,2,1,1,2,1,1,1,0.027025953887813814,0.615,709,Stage 1,11.784261803472896
1,47,2,0,10722,1,2,1,2,1,1,1,35,3,2,1,2,2,2,2,1,0.9091740100362579,0.75,10722,Stage 2,7311.122801706568
4,10,2,0,1287,5,5,4,3,2,2,2,45,3,2,1,2,2,1,1,1,0.04875823702233939,0.48,1287,Stage 1,30.12088850292038
1,18,1,3,1940,1,2,3,3,2,4,4,36,1,3,1,4,2,2,2,1,0.9025428438013061,0.48,1940,Stage 2,840.4478961477762
3,30,4,3,3656,5,5,4,3,1,4,2,49,2,2,2,2,2,1,2,1,0.10741398652948131,0.48,3656,Stage 1,75.39946267234247
4,24,3,1,4679,1,4,3,3,1,3,3,35,3,2,2,2,2,2,2,1,0.11874630543573295,0.5700000000000001,4679,Stage 1,158.34997949313143
4,27,3,1,8613,4,3,2,3,1,2,3,27,3,2,2,3,2,1,2,1,0.10960507471561531,0.435,8613,Stage 1,182.5121783149483
1,18,2,2,2659,4,3,4,3,1,2,3,28,3,2,1,3,2,1,2,1,0.5187938251577799,0.435,2659,Stage 2,600.0706597761235
4,24,4,3,1516,4,3,4,2,1,1,1,43,3,2,2,2,2,1,2,1,0.13745036432178626,0.615,1516,Stage 1,64.0752363358871
1,18,2,0,4380,2,3,3,3,1,4,3,35,3,2,1,2,1,2,2,1,0.6801294568368466,0.525,4380,Stage 2,1563.9576859963286
4,14,3,0,802,1,3,4,3,1,2,3,27,3,2,2,2,2,1,2,1,0.43557085613009094,0.5700000000000001,802,Stage 1,170.6715952896941
4,21,2,9,1572,4,5,4,2,1,4,1,36,1,2,1,2,2,1,2,1,0.21501945368251618,0.615,1572,Stage 1,118.7865756749617
2,48,1,9,3566,2,4,4,3,1,2,3,30,3,2,1,3,2,1,2,1,0.8454454098952817,0.525,3566,Stage 2,1582.8006241354517
4,24,2,3,1278,1,5,4,3,1,1,1,36,3,2,1,4,2,2,2,1,0.18432033053455232,0.75,1278,Stage 1,88.3355184086842
4,6,0,3,426,1,5,4,4,1,4,3,39,3,2,1,2,2,1,2,1,0.3469666624204727,0.5700000000000001,426,Stage 1,84.25044496893919
4,39,2,1,8588,2,5,4,3,1,2,3,45,3,2,1,4,2,2,2,1,0.20351794431640036,0.525,8588,Stage 1,282.33887862749367
1,30,2,1,3857,1,3,4,1,1,4,2,40,3,2,1,4,2,2,2,1,0.6308049744000424,0.66,3857,Stage 2,1605.7897589322358
2,12,2,0,685,1,4,2,4,1,3,3,25,1,2,1,2,2,1,2,0,0.6930057698912409,0.5700000000000001,685,Stage 3,390.45000000000005
1,24,2,3,1603,1,5,4,2,1,4,3,55,3,2,1,3,2,1,2,1,0.6113866816886684,0.5700000000000001,1603,Stage 2,558.6301249257533
4,21,2,2,2241,1,5,4,3,1,2,1,50,3,2,2,3,2,1,2,1,0.2415259126275553,0.75,2241,Stage 1,231.9683872278649
1,24,2,3,2384,1,5,4,3,1,4,1,64,1,1,1,2,2,1,2,1,0.673541590387185,0.75,2384,Stage 2,1204.2923636122866
4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,1,1,2,1,0.2758831507121742,0.75,601,Stage 1,124.3543301835125
4,39,2,1,2569,3,3,4,3,1,4,3,24,3,2,1,3,2,1,2,1,0.13031249138432754,0.48,2569,Stage 1,49.44336596179753
4,15,4,3,1316,3,3,2,4,1,2,2,47,3,2,2,2,2,1,2,1,0.09577191543085284,0.57,1316,Stage 1,57.472343362393055
4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,2,2,2,1,0.627832037684517,0.66,10366,Stage 2,4295.350555740884
4,18,2,9,1568,2,3,3,2,1,4,2,24,3,1,1,2,2,1,2,1,0.40991298414025756,0.615,1568,Stage 1,263.52485924408876
4,18,4,3,629,3,5,4,3,1,3,2,32,1,2,2,4,2,2,2,1,0.11923407241969486,0.57,629,Stage 1,28.49932798975546
4,6,1,3,1750,3,5,2,3,1,4,2,45,1,2,1,2,1,1,2,1,0.15875258382405721,0.57,1750,Stage 1,158.35570236449706
4,24,2,1,3488,2,4,3,2,1,4,3,23,3,2,1,3,2,1,2,1,0.13844273819035213,0.525,3488,Stage 1,126.75817108708642
4,18,4,3,1800,1,3,4,3,1,2,3,24,3,2,2,3,2,1,2,1,0.22323390079018512,0.5700000000000001,1800,Stage 1,152.69198814048664
4,24,3,2,4151,2,3,2,3,1,3,2,35,3,2,2,3,2,1,2,1,0.2178742307040602,0.615,4151,Stage 1,278.10174898316035
2,15,2,5,2631,2,3,3,2,1,2,1,25,3,2,1,2,2,1,2,1,0.4826214333922987,0.705,2631,Stage 1,716.1542230678978
4,21,2,1,5248,5,3,1,3,1,3,3,26,3,2,1,3,2,1,2,1,0.038218585653026604,0.38999999999999996,5248,Stage 1,44.698710644435764
2,18,3,0,2899,5,5,4,3,1,4,3,43,3,2,1,3,1,1,2,1,0.3277952550975638,0.38999999999999996,2899,Stage 1,247.0723955772377
2,18,3,5,6204,1,3,2,3,1,4,1,44,3,2,1,2,1,2,2,1,0.3357779007047671,0.75,6204,Stage 1,1041.5830479861875
4,12,2,3,804,1,5,4,3,1,4,3,38,3,2,1,3,2,1,2,1,0.14716023168500336,0.5700000000000001,804,Stage 1,67.44059097660335
4,36,2,3,3595,1,5,4,3,1,2,3,28,3,2,1,3,2,1,2,1,0.3501983441560208,0.5700000000000001,3595,Stage 1,239.20297897577
4,36,4,1,5711,4,5,4,3,1,2,3,38,3,2,2,4,2,2,2,1,0.08150917290175319,0.435,5711,Stage 1,67.4973385340773
3,15,2,9,2687,1,4,2,3,1,4,2,26,3,1,1,3,2,2,2,1,0.27739810675630217,0.66,2687,Stage 1,393.5546803870091
1,15,3,2,3643,1,5,1,2,1,4,2,27,3,2,2,2,2,1,2,1,0.5470191756669365,0.66,3643,Stage 2,1315.2419655900687
4,10,4,2,2146,1,2,1,2,1,3,1,23,3,1,2,3,2,1,2,1,0.26258190515238755,0.75,2146,Stage 1,422.6255763427678
1,10,2,3,2315,1,5,3,3,1,4,1,52,3,2,1,2,2,1,2,1,0.29965319568474824,0.75,2315,Stage 1,520.2728610076441
4,5,2,9,3448,1,4,1,3,1,4,1,74,3,2,1,2,2,1,2,1,0.07202207836314423,0.75,3448,Stage 1,186.24909464709097
4,15,2,2,2708,1,2,2,3,1,3,2,27,1,2,2,2,2,1,2,1,0.3554222200414042,0.66,2708,Stage 1,508.1912203484808
4,11,4,0,1393,1,2,4,2,1,4,3,35,3,2,2,4,2,1,2,1,0.45903036220113547,0.5700000000000001,1393,Stage 1,364.4746978913236
3,10,2,2,1275,1,2,4,2,1,2,2,23,3,2,1,3,2,1,2,1,0.3964514895153154,0.66,1275,Stage 1,333.6139284271379
4,9,2,2,1313,1,5,1,3,1,4,3,20,3,2,1,3,2,1,2,1,0.11510699351545195,0.5700000000000001,1313,Stage 1,86.1472250168994
4,12,2,3,1493,1,2,4,2,1,3,3,34,3,2,1,3,1,1,2,1,0.34049673087275334,0.5700000000000001,1493,Stage 1,289.76612294002183
4,22,2,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,2,1,2,1,0.11228228389146055,0.48,2675,Stage 1,78.63842864543746
2,9,2,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,1,1,2,1,0.27149762413769285,0.75,2118,Stage 1,431.2739759427251
4,36,2,0,909,3,5,4,3,1,4,2,36,3,2,1,3,2,1,2,1,0.27488893682712645,0.57,909,Stage 1,47.476068279413
4,12,4,2,1258,1,2,2,2,1,4,2,22,3,1,2,2,2,1,2,1,0.3241086225478519,0.66,1258,Stage 1,269.1009071290305
4,15,1,3,1569,2,5,4,3,1,4,3,34,1,2,1,2,1,1,2,1,0.38124977240535896,0.525,1569,Stage 1,251.23597501968348
4,6,2,1,1236,3,3,2,3,1,4,2,50,3,1,1,3,2,1,2,1,0.043788902485173975,0.57,1236,Stage 1,30.850157578854766
4,36,3,2,7678,3,4,2,2,1,4,3,40,3,2,2,3,2,2,2,1,0.3337783863105993,0.48,7678,Stage 1,410.040072014845
4,6,2,5,660,3,4,2,4,1,4,1,23,3,1,1,2,2,1,2,1,0.16553658252544667,0.66,660,Stage 1,72.10773534808457
4,24,2,2,2835,3,5,3,3,1,4,2,53,3,2,1,3,2,1,2,1,0.11568617315417606,0.57,2835,Stage 1,93.47153575424541
4,24,2,1,2670,1,5,4,3,1,4,3,35,3,2,1,4,2,2,2,1,0.10663578549546027,0.5700000000000001,2670,Stage 1,81.1445009727705
4,12,1,8,3447,3,3,4,2,1,3,1,35,3,2,1,2,1,1,2,1,0.17867029776530663,0.66,3447,Stage 1,406.4785008220279
4,15,2,3,3568,1,5,4,2,1,2,3,54,1,1,1,4,2,2,2,1,0.5347773692907241,0.5700000000000001,3568,Stage 2,1087.608822568703
2,21,4,9,3652,1,4,2,3,1,3,2,27,3,2,2,3,2,1,2,1,0.37652572468558543,0.66,3652,Stage 1,518.5985626995201
1,24,2,3,3660,1,3,2,2,1,4,3,28,3,2,1,3,2,1,2,1,0.6632933508387893,0.5700000000000001,3660,Stage 2,1383.7625885198822
3,9,2,3,1126,2,5,2,1,1,4,1,49,3,2,1,3,2,1,2,1,0.1251550930355343,0.705,1126,Stage 1,99.35186750439819
3,6,3,3,683,1,2,2,2,1,1,2,29,1,2,1,3,2,1,2,1,0.2772595937547703,0.66,683,Stage 1,124.98307967277535
3,12,2,2,2251,1,3,1,2,1,2,3,46,3,2,1,2,2,1,2,1,0.2535639172941365,0.5700000000000001,2251,Stage 1,325.34025536258775
4,12,2,1,4675,5,2,1,2,1,4,3,20,3,1,1,3,2,1,2,1,0.08941198845241038,0.38999999999999996,4675,Stage 1,163.02040794585722
2,21,3,0,2353,1,3,1,1,1,4,2,47,3,2,2,3,2,1,2,1,0.678501106746386,0.66,2353,Stage 2,1053.6986487550025
1,21,2,3,3357,4,2,4,2,1,2,3,29,1,2,1,3,2,1,2,1,0.7268369011371678,0.435,3357,Stage 2,1061.3962925461003
4,6,2,0,672,1,1,1,2,1,4,1,54,3,2,1,1,2,2,2,1,0.10311430827869439,0.75,672,Stage 1,51.96961137246197
1,6,4,3,338,3,5,4,3,1,4,3,52,3,2,2,3,2,1,2,1,0.20636894826966257,0.48,338,Stage 1,33.481298167270054
4,9,2,3,2697,1,3,1,3,1,2,1,32,3,2,1,3,1,1,2,1,0.10687676180854144,0.75,2697,Stage 1,216.1849699482272
4,9,2,0,2507,3,5,2,3,1,4,4,51,3,3,1,2,2,1,2,1,0.16324819878740748,0.38999999999999996,2507,Stage 1,159.6126614004119
4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,2,1,2,1,0.35509124217612453,0.75,1478,Stage 1,314.8949135617872
4,12,4,6,3565,5,2,2,3,1,1,2,37,3,2,2,2,1,1,2,1,0.13620666539304505,0.48,3565,Stage 1,233.07684582057865
4,15,2,2,2221,3,3,2,2,1,4,3,20,3,1,1,3,2,1,2,1,0.32363219049002445,0.48,2221,Stage 1,276.0142445100842
4,6,4,3,1898,5,3,1,3,1,2,1,34,3,2,2,2,1,1,2,1,0.027418105428633877,0.57,1898,Stage 1,29.662551539021845
2,6,3,9,1449,2,5,1,1,1,2,3,31,1,2,2,3,1,1,2,1,0.5774919064433951,0.525,1449,Stage 2,439.31253052915173
4,15,3,2,960,4,4,3,2,1,2,2,30,3,2,2,3,2,1,2,1,0.16486776710055595,0.525,960,Stage 1,66.47468369494416
4,36,2,1,8133,1,3,1,2,1,2,2,30,1,2,1,3,2,1,2,1,0.31380634511671557,0.66,8133,Stage 1,561.4811410635346
4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,2,1,2,1,0.33071571355401985,0.615,2301,Stage 1,468.0007669859968
4,6,3,9,1743,2,3,1,3,1,2,1,34,3,2,2,2,2,1,2,1,0.10150492435914671,0.705,1743,Stage 1,124.73077362638486
2,12,2,2,983,4,2,1,2,1,4,1,19,3,1,1,2,2,1,2,1,0.3522391573717024,0.615,983,Stage 1,212.94442139327583
4,18,3,3,2320,1,1,2,4,1,3,1,34,3,2,2,3,2,1,2,1,0.25209287773713884,0.75,2320,Stage 1,292.42773817508106
1,12,1,8,339,1,5,4,4,1,1,3,45,1,2,1,2,2,1,2,1,0.6743835867146554,0.5700000000000001,339,Stage 2,130.31114046087288
3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,2,1,2,1,0.48458309808822264,0.5700000000000001,5152,Stage 1,711.5230545848991
3,24,2,2,3749,1,2,2,2,1,4,3,26,3,2,1,3,2,1,2,1,0.42831417503959734,0.5700000000000001,3749,Stage 1,457.63870503368344
4,9,4,3,3074,5,3,1,3,1,2,1,33,3,2,2,3,1,1,2,1,0.0328994205318518,0.57,3074,Stage 1,57.64570666750008
3,9,2,3,745,1,3,3,2,1,2,1,28,3,2,1,2,2,1,2,0,0.21345937411975735,0.75,745,Stage 3,558.75
4,24,2,0,1469,2,5,4,4,1,4,1,41,3,1,1,2,2,1,2,1,0.4718014675454144,0.705,1469,Stage 1,244.30941542803532
1,6,2,2,1374,1,3,1,3,1,2,1,36,1,2,1,2,2,2,2,1,0.39819313476746676,0.75,1374,Stage 1,410.3380253778745
4,6,1,0,783,5,3,1,3,3,2,1,26,2,2,1,2,1,1,2,1,0.11361966700381199,0.57,783,Stage 1,50.70959358047132
1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,2,2,2,1,0.821193215021315,0.66,2606,Stage 2,1412.4194821080612
4,54,0,1,9436,5,3,2,3,1,2,2,39,3,2,1,2,1,1,2,1,0.27094482417070775,0.48,9436,Stage 1,272.7077718266451
4,12,4,3,930,5,5,4,3,1,4,1,65,3,2,4,3,2,1,2,1,0.04479063896148727,0.57,930,Stage 1,23.7435177134844
4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,1,2,2,1,0.05730397090722017,0.38999999999999996,2751,Stage 1,15.370214336661862
4,6,4,0,250,4,3,2,2,1,2,1,41,1,2,2,2,2,1,2,1,0.1572760374639537,0.615,250,Stage 1,24.18119076008288
2,24,2,0,1201,1,2,4,3,1,1,2,26,3,2,1,3,2,1,2,1,0.7231177673533072,0.66,1201,Stage 2,573.1865294702726
1,6,2,0,662,1,2,3,3,1,4,1,41,3,2,1,2,1,2,2,1,0.5185211629888242,0.75,662,Stage 2,257.44575742395125
4,15,2,1,1300,5,5,4,3,1,4,4,45,1,3,1,3,1,1,2,1,0.059540689442173944,0.3,1300,Stage 1,18.576695105958272
4,24,1,9,1559,1,4,4,3,1,4,3,40,1,2,1,3,2,2,2,1,0.5345959193545569,0.5700000000000001,1559,Stage 2,475.0579718160399
3,12,2,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,2,1,2,1,0.35939189173637864,0.5700000000000001,3016,Stage 1,617.8377889218433
4,15,4,3,1360,1,3,4,3,1,2,2,31,3,2,2,3,2,1,2,1,0.1677657787535386,0.66,1360,Stage 1,120.469250407341
4,6,0,0,1204,2,3,4,3,1,1,4,35,1,1,1,3,2,1,1,1,0.4695791114961684,0.435,1204,Stage 1,245.9373638550032
4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,1,1,1,1,0.1404970454936696,0.38999999999999996,1597,Stage 1,87.50577484482223
4,12,2,3,2073,2,3,4,2,2,2,1,28,3,2,1,3,2,1,2,1,0.3179494501050494,0.705,2073,Stage 1,464.67199309777595
4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,2,2,2,1,0.1036948758813182,0.615,2142,Stage 1,136.6003708447369
1,10,4,2,2132,5,2,2,2,2,3,1,27,3,1,2,3,2,1,1,1,0.214925998320877,0.57,2132,Stage 1,261.1866701994625
4,10,2,0,1546,1,3,3,3,1,2,1,31,3,2,1,2,1,1,1,1,0.08311727687803261,0.75,1546,Stage 1,96.37448254007882
4,24,4,0,1287,4,5,4,2,1,4,1,37,3,2,2,3,2,2,2,1,0.15703457261426734,0.615,1287,Stage 1,62.14682469852784
4,10,2,0,1418,2,3,3,3,1,2,1,35,3,1,1,2,2,1,1,1,0.10491643719612553,0.705,1418,Stage 1,104.88391310059474
3,6,4,0,1343,1,5,1,3,1,4,1,46,3,2,2,3,1,1,1,1,0.02539780186441798,0.75,1343,Stage 1,25.58193592793501
4,18,2,0,2662,5,4,4,3,1,3,2,32,3,2,1,3,2,1,1,1,0.046859030445075,0.48,2662,Stage 1,39.91639649433269
4,18,4,3,6070,1,5,3,3,1,4,3,33,3,2,2,3,2,2,2,1,0.14771293064504587,0.5700000000000001,6070,Stage 1,340.7146458258628
4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,2,2,2,1,0.2190524109003631,0.38999999999999996,1927,Stage 1,82.31222918197493
4,18,4,3,2404,1,3,2,2,1,2,3,26,3,2,2,3,2,1,2,1,0.23346818923498514,0.5700000000000001,2404,Stage 1,213.27786022994363
4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,2,2,2,1,0.19069529277561093,0.5700000000000001,1554,Stage 1,168.91407643478067
4,22,2,0,1283,5,4,4,2,1,4,2,25,3,1,1,3,2,1,2,1,0.38042796798298195,0.48,1283,Stage 1,127.79059625598524
4,24,3,0,717,5,5,4,4,1,4,3,54,3,2,2,3,2,2,2,1,0.19585629776479452,0.38999999999999996,717,Stage 1,27.383648271984743
1,24,2,2,1747,1,2,4,3,2,1,2,24,3,2,1,2,2,1,1,1,0.5085811566926728,0.66,1747,Stage 2,586.4042452897856
1,9,4,5,1288,2,5,3,3,3,4,1,48,3,2,2,3,1,1,1,1,0.03765207736493559,0.705,1288,Stage 1,34.18959233045611
1,10,4,0,1038,1,4,4,3,2,3,2,49,3,2,2,3,2,2,2,1,0.6305561951859628,0.66,1038,Stage 2,431.98143819799947
4,10,2,1,2848,2,3,1,3,2,2,1,32,3,2,1,3,1,1,2,1,0.06383666100256602,0.705,2848,Stage 1,128.17380142739214
4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,2,1,1,1,0.006386309662231859,0.525,1413,Stage 1,4.737524165185149
4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,1,2,2,1,0.07408456215077508,0.38999999999999996,3077,Stage 1,35.56147884711785
1,24,1,1,3632,1,3,1,2,3,4,3,22,1,1,1,3,2,1,1,1,0.3544429068819538,0.5700000000000001,3632,Stage 1,366.89094177164804
4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,2,2,2,1,0.026745429646730434,0.3,3229,Stage 1,17.272198465858512
4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,1,1,1,1,0.05122031524305837,0.705,3577,Stage 1,129.16662267521593
4,12,4,0,682,2,4,4,2,1,3,3,51,3,2,2,3,2,2,2,1,0.2481556925857168,0.525,682,Stage 1,88.8521457303159
4,10,2,3,1924,1,3,1,3,1,4,2,38,3,2,1,3,2,2,1,1,0.01894539047044186,0.66,1924,Stage 1,24.05761463498589
4,10,2,6,727,3,5,4,3,1,4,4,46,3,3,1,3,2,2,2,1,0.19012956074084808,0.38999999999999996,727,Stage 1,53.90743435685265
3,10,4,0,781,1,5,4,3,1,4,4,63,3,3,2,3,2,2,2,1,0.22377967155548995,0.48,781,Stage 1,83.89052327272206
1,12,4,0,2121,1,3,4,3,1,2,2,30,3,2,2,3,2,1,2,1,0.6722132786605726,0.66,2121,Stage 2,941.0044802657892
4,12,4,6,701,1,3,4,3,1,2,3,32,3,2,2,3,2,1,2,1,0.3236261681489354,0.5700000000000001,701,Stage 1,129.31130800727013
4,10,4,2,2069,5,3,2,4,1,1,3,26,3,2,2,3,2,1,1,1,0.026882175831475008,0.38999999999999996,2069,Stage 1,21.691496500175496
4,24,2,0,1525,4,4,4,2,1,3,3,34,3,2,1,3,1,2,2,1,0.32823751182804684,0.435,1525,Stage 1,108.8722797044653
4,48,4,9,7629,5,5,4,1,1,2,3,46,1,2,2,4,1,1,2,1,0.6281638292844907,0.38999999999999996,7629,Stage 2,1868.9821229084378
1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,2,1,2,0,0.8081288312928987,0.75,3499,Stage 3,2624.25
4,6,2,3,1346,2,5,2,3,1,4,4,42,1,3,1,3,1,2,2,1,0.12350481253388645,0.435,1346,Stage 1,72.31330278671585
4,36,4,1,10477,5,5,2,3,1,4,4,42,3,3,2,3,2,1,2,1,0.06977995683060934,0.3,10477,Stage 1,73.10846077142939
1,24,2,1,2924,1,3,3,3,3,4,4,63,1,2,1,3,1,2,2,1,0.28003793394031695,0.48,2924,Stage 1,196.5194205219568
4,10,4,0,1231,1,5,3,3,1,4,1,32,3,2,2,2,1,1,1,1,0.04209959630810367,0.75,1231,Stage 1,38.86845229145671
3,18,2,0,1961,1,5,3,2,1,2,3,23,3,2,1,4,2,1,2,1,0.5423893660772185,0.5700000000000001,1961,Stage 2,606.2665617201326
4,15,4,0,5045,5,5,1,2,1,4,3,59,3,2,1,3,2,2,2,1,0.06881691457342454,0.38999999999999996,5045,Stage 1,108.32057621515317
4,12,4,0,1255,1,5,4,3,1,4,1,61,3,2,2,2,2,1,2,1,0.15173658307367033,0.75,1255,Stage 1,142.8220588180922
1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,2,1,2,1,0.8770742452623985,0.5700000000000001,1858,Stage 2,928.8742501875959
4,6,4,2,1221,5,3,1,4,1,2,2,27,3,2,2,3,2,1,2,1,0.05766694882582557,0.48,1221,Stage 1,33.79744536783985
4,9,2,2,1388,1,3,4,2,1,2,1,26,3,1,1,3,2,1,2,1,0.43590768458417195,0.75,1388,Stage 1,453.77989965212305
4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,2,2,2,1,0.09323864102199741,0.3,2279,Stage 1,63.747258866739635
4,12,0,2,2759,1,5,2,3,1,4,2,34,3,2,2,3,2,1,2,1,0.32106945086462624,0.66,2759,Stage 1,584.6482058574325
3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,2,1,2,1,0.20511495266217883,0.48,1258,Stage 1,61.92830650776503
2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,2,2,2,1,0.2353564096529237,0.75,1410,Stage 1,248.8894032079668
1,15,2,0,1403,1,3,2,2,1,4,3,28,3,1,1,3,2,1,2,1,0.8442900243258646,0.5700000000000001,1403,Stage 2,675.1871753536373
1,24,2,2,3021,1,3,2,1,1,2,1,24,3,1,1,2,2,1,2,1,0.8552317519809601,0.75,3021,Stage 2,1937.7413420508606
1,24,2,9,6568,1,3,2,4,1,2,3,21,2,2,1,2,2,1,2,1,0.8594804967740153,0.5700000000000001,6568,Stage 2,3217.6887046026877
4,24,4,3,2578,4,5,2,3,1,2,3,34,3,2,1,3,2,1,2,1,0.055975005983667114,0.435,2578,Stage 1,31.386025480131906
